DateTime,AddedIPs,RemovedIPs
1440014578,0,1
1442872722,0,14635
1443553346,13387,0
1445940189,1740,0
1446423879,225,6669
1446461144,7487,7341
1446571075,0,1
1446628520,169,0
1447289071,1982,2293
